ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
000101-00-0746,C15,C05,C07,C01,C11,,,,,,,,,,,,,
000101-00-0748,C04,C14,C06,C01,C02,C09,C15,C11,C17,C13,C16,,,,,,,
000101-00-0750,C15,C13,C11,C02,C01,C03,C05,C12,C17,,,,,,,,,
000101-00-0753,C04,C14,C06,C01,C02,C09,C15,C11,C17,C16,C13,C07,,,,,,
000101-00-0755,C15,C05,C11,C13,C01,C03,C02,C07,C06,,,,,,,,,
000101-00-0756,C15,C17,C05,,,,,,,,,,,,,,,
000101-00-0758,C15,,,,,,,,,,,,,,,,,
000101-00-0760,C16,,,,,,,,,,,,,,,,,
000101-00-0763,C13,C17,C02,C03,C11,,,,,,,,,,,,,
000101-00-0765,C15,C05,C10,C16,C03,,,,,,,,,,,,,
000101-00-0767,C16,C03,C10,C11,,,,,,,,,,,,,,
000101-00-0768,C15,C01,C13,C11,,,,,,,,,,,,,,
000101-00-0771,C15,,,,,,,,,,,,,,,,,
000101-00-0773,C15,C13,C04,C01,C11,C05,,,,,,,,,,,,
000101-00-0774,C17,C04,C15,,,,,,,,,,,,,,,
000101-00-0777,C06,C01,C11,C15,,,,,,,,,,,,,,
000101-00-0778,C04,C01,,,,,,,,,,,,,,,,
000101-00-0779,C13,C11,C01,,,,,,,,,,,,,,,
000101-00-0781,C13,,,,,,,,,,,,,,,,,
000101-00-0784,C05,C04,C11,C01,C13,C15,C12,C16,C17,,,,,,,,,
000101-00-0785,C13,,,,,,,,,,,,,,,,,
000101-00-0786,C14,C02,C05,C12,C18,,,,,,,,,,,,,
000101-00-0788,C15,C13,C11,,,,,,,,,,,,,,,
000101-00-0790,C05,C11,C13,C15,C01,C02,C03,C04,C18,C17,C12,,,,,,,
000101-00-0793,C05,,,,,,,,,,,,,,,,,
000101-00-0795,C04,C01,C14,C06,C16,C18,C12,,,,,,,,,,,
000101-00-0797,C15,C05,,,,,,,,,,,,,,,,
000101-00-0799,C15,,,,,,,,,,,,,,,,,
000101-00-0801,C15,,,,,,,,,,,,,,,,,
000101-00-0803,C15,C06,C11,C12,C13,C01,,,,,,,,,,,,
000101-00-0805,C15,C01,C06,,,,,,,,,,,,,,,
000101-00-0807,C15,,,,,,,,,,,,,,,,,
000101-00-0809,C15,C17,C01,C05,C06,,,,,,,,,,,,,
000101-00-0810,C15,,,,,,,,,,,,,,,,,
000101-00-0811,C04,C14,C02,C11,C06,C16,C01,,,,,,,,,,,
000101-00-0814,C13,C11,C05,C15,C17,C02,C03,,,,,,,,,,,
000101-00-0816,C15,,,,,,,,,,,,,,,,,
000101-00-0817,C15,,,,,,,,,,,,,,,,,
000101-00-0819,C15,C03,C05,,,,,,,,,,,,,,,
000101-00-0821,C15,C01,C05,C04,C07,C09,,,,,,,,,,,,
000101-00-0824,C03,C13,C15,C05,C01,C02,C11,C04,C12,,,,,,,,,
000101-00-0826,C01,C13,C04,C06,C11,C12,C15,,,,,,,,,,,
000101-00-0828,C06,C15,,,,,,,,,,,,,,,,
000101-00-0830,C09,C10,C01,C03,C02,C11,C13,C17,C16,C18,C14,C08,C07,C06,C05,C04,C15,C12
000101-00-0832,C15,C11,C17,,,,,,,,,,,,,,,
000101-00-0833,C01,C06,C04,C13,C14,C02,C12,C15,C05,,,,,,,,,
000101-00-0835,C01,C15,C13,C02,,,,,,,,,,,,,,
000101-00-0837,C04,C01,C06,,,,,,,,,,,,,,,
000101-00-0839,C03,C15,,,,,,,,,,,,,,,,
000101-00-0840,C01,C03,C13,C15,C11,C02,C04,C12,C05,,,,,,,,,
000101-00-0842,C15,C09,C03,C01,C06,,,,,,,,,,,,,
000101-00-0845,C15,C17,C02,C12,,,,,,,,,,,,,,
000101-00-0847,C06,C01,C04,C15,C12,,,,,,,,,,,,,
000101-00-0848,C15,,,,,,,,,,,,,,,,,
000101-00-0851,C15,C14,C05,C03,C18,C07,C02,C09,,,,,,,,,,
000101-00-0852,C13,C03,C02,C11,C15,C01,C04,C06,C05,C12,C10,C08,C07,C09,C17,C16,C14,C18
000101-00-0854,C13,C01,C03,C05,C02,,,,,,,,,,,,,
000101-00-0855,C15,C13,C11,C02,C01,C03,C04,C05,C12,C17,C16,C18,C06,C07,C08,C09,C10,C14
000101-00-0857,C15,C05,C01,C12,C11,,,,,,,,,,,,,
000101-00-0858,C06,C16,C04,,,,,,,,,,,,,,,
000101-00-0859,C15,C04,C13,C11,C03,C02,C01,C12,C05,C14,C16,C06,C07,C08,C09,C10,C17,C18
000101-00-0861,C01,C03,C13,C05,C04,,,,,,,,,,,,,
000101-00-0863,C14,C01,C05,C15,,,,,,,,,,,,,,
000101-00-0865,C15,C17,,,,,,,,,,,,,,,,
000101-00-0867,C01,C15,C14,C16,C10,C18,C03,C02,C04,C11,C06,C08,C07,C05,C13,,,
000101-00-0870,C15,C06,,,,,,,,,,,,,,,,
000101-00-0872,C03,,,,,,,,,,,,,,,,,
000101-00-0874,C13,C05,C02,C01,,,,,,,,,,,,,,
000101-00-0876,C17,C04,C13,C11,C15,C03,,,,,,,,,,,,
000101-00-0879,C15,C01,C03,C11,C02,C12,,,,,,,,,,,,
000101-00-0881,C12,C01,C02,C14,C17,C15,,,,,,,,,,,,
000101-00-0882,C06,C15,,,,,,,,,,,,,,,,
000101-00-0884,C15,,,,,,,,,,,,,,,,,
000101-00-0886,C15,C13,C02,C03,C11,,,,,,,,,,,,,
000101-00-0887,C15,C16,C17,C18,C02,C03,C04,C07,C10,,,,,,,,,
000101-00-0889,C05,C15,C16,C01,C02,C06,C17,C04,C11,,,,,,,,,
000101-00-0891,C15,C03,,,,,,,,,,,,,,,,
000101-00-0894,C15,C05,,,,,,,,,,,,,,,,
000101-00-0896,C15,C05,C11,,,,,,,,,,,,,,,
000101-00-0898,C15,C01,,,,,,,,,,,,,,,,
000101-00-0900,C15,C05,C13,C11,,,,,,,,,,,,,,
000101-00-0902,C15,C17,C11,,,,,,,,,,,,,,,
000101-00-0904,C04,,,,,,,,,,,,,,,,,
000101-00-0906,C15,C05,C08,C01,C13,C16,C14,C12,C17,C18,C04,C06,C07,C09,C10,C02,C03,C11
000101-00-0909,C15,C12,C01,,,,,,,,,,,,,,,
000101-00-0910,C01,C06,C13,C12,C11,,,,,,,,,,,,,
000101-00-0912,C01,C06,C12,C15,C16,,,,,,,,,,,,,
000101-00-0914,C15,C05,C03,,,,,,,,,,,,,,,
000101-00-0916,C05,C01,C02,C11,C13,C15,C12,,,,,,,,,,,
000101-00-0917,C03,C04,C05,C11,C12,C13,C15,C01,C02,,,,,,,,,
000101-00-0919,C16,C02,C04,C13,C15,,,,,,,,,,,,,
000101-00-0922,C15,C04,C13,C02,C01,C12,C11,C03,C05,,,,,,,,,
000101-00-0923,C15,C04,C13,C02,C03,C01,C05,C11,C12,,,,,,,,,
000101-00-0925,C15,C04,C02,C13,C11,C03,C12,C06,C05,C01,,,,,,,,
000101-00-0927,C11,C15,C01,C02,C03,C13,C05,,,,,,,,,,,
000101-00-0929,C15,C01,C05,C11,C12,C13,C02,C03,C04,,,,,,,,,
000101-00-0932,C06,C16,C04,C01,C14,C09,,,,,,,,,,,,
000101-00-0933,C15,C05,C06,,,,,,,,,,,,,,,
000101-00-0935,C12,C03,C11,C05,C15,C13,C02,,,,,,,,,,,
000101-00-0938,C02,C01,C15,C06,C05,,,,,,,,,,,,,
000101-00-0940,C15,,,,,,,,,,,,,,,,,
000101-00-0941,C13,C12,C01,C02,C03,C04,C05,C11,C17,,,,,,,,,
000101-00-0944,C15,C11,C04,C02,,,,,,,,,,,,,,
000101-00-0946,C13,C11,C09,C03,C02,,,,,,,,,,,,,
000101-00-0947,C17,C02,C05,C11,C13,C14,C04,,,,,,,,,,,
000101-00-0949,C01,C15,C13,C12,C09,C06,,,,,,,,,,,,
000101-00-0950,C13,C11,C05,,,,,,,,,,,,,,,
000101-00-0951,C13,C11,C05,,,,,,,,,,,,,,,
000101-00-0954,C14,C16,C04,C13,C01,C02,C03,C12,C05,C11,,,,,,,,
000101-00-0956,C15,C02,,,,,,,,,,,,,,,,
000101-00-0959,C15,C01,C02,C11,C03,C04,C05,C12,C13,C16,C06,,,,,,,
000101-00-0960,C15,C01,C16,,,,,,,,,,,,,,,
000101-00-0962,C06,C07,C08,C09,C14,C16,C17,C10,,,,,,,,,,
000101-00-0964,C15,,,,,,,,,,,,,,,,,
000101-00-0966,C15,,,,,,,,,,,,,,,,,
000101-00-0968,C08,C13,C05,C01,C11,C03,C09,C14,C12,,,,,,,,,
000101-00-0969,C06,C01,C17,C07,,,,,,,,,,,,,,
000101-00-0971,C01,C06,C15,C12,C11,C13,C04,C02,C03,,,,,,,,,
000101-00-0973,C17,C15,C16,,,,,,,,,,,,,,,
000101-00-0976,C16,C04,C17,,,,,,,,,,,,,,,
000101-00-0977,C03,C16,C15,,,,,,,,,,,,,,,
000101-00-0980,C15,C05,,,,,,,,,,,,,,,,
000101-00-0982,C16,C03,C13,C01,C12,C05,,,,,,,,,,,,
000101-00-0983,C03,C17,C13,C09,,,,,,,,,,,,,,
000101-00-0985,C15,C05,C04,,,,,,,,,,,,,,,
000101-00-0987,C13,C11,C15,C01,C02,C04,C09,C03,,,,,,,,,,
000101-00-0990,C15,C04,C03,C02,C01,C11,C12,,,,,,,,,,,
000101-00-0991,C04,C11,C13,,,,,,,,,,,,,,,
000101-00-0994,C15,C11,C02,,,,,,,,,,,,,,,
000101-00-0996,C15,,,,,,,,,,,,,,,,,
000101-03-02001,overvote,,,,,,,,,,,,,,,,,
000102-00-0001,C09,C15,WI0,WI0,,,,,,,,,,,,,,
000102-00-0002,C15,,,,,,,,,,,,,,,,,
000102-00-0002,C15,WI0,WI0,WI0,WI0,WI0,WI0,WI0,,,,,,,,,,
000102-00-0003,C15,WI0,,,,,,,,,,,,,,,,
000102-00-0004,C15,C05,C03,C13,C12,C02,,,,,,,,,,,,
000102-00-0005,C15,C05,C03,C01,C04,C12,,,,,,,,,,,,
000102-00-0005,C15,C18,C17,C14,C10,C09,C08,C06,C07,WI0,,,,,,,,
000102-00-0006,overvote,,,,,,,,,,,,,,,,,
000102-00-0007,C15,C09,C13,,,,,,,,,,,,,,,
000102-00-0007,C15,C03,,,,,,,,,,,,,,,,
000102-00-0008,C15,,,,,,,,,,,,,,,,,
000102-00-0010,C15,C13,C05,C02,,,,,,,,,,,,,,
000102-00-0012,C15,,,,,,,,,,,,,,,,,
000102-00-0013,C15,C05,C04,,,,,,,,,,,,,,,
000102-00-0015,C15,C11,C01,C02,,,,,,,,,,,,,,
000102-00-0017,C15,,,,,,,,,,,,,,,,,
000102-00-0019,C15,C13,C11,C05,,,,,,,,,,,,,,
000102-00-0022,C18,C13,C02,C03,C04,C01,C17,C16,C05,C14,C12,C11,C10,C09,C08,C07,C06,C15
000102-00-0023,C15,C13,C01,,,,,,,,,,,,,,,
000102-00-0026,C15,C01,,,,,,,,,,,,,,,,
000102-00-0027,C05,C03,C11,C13,C12,C15,,,,,,,,,,,,
000102-00-0030,C15,C01,C13,C03,,,,,,,,,,,,,,
000102-00-0031,C09,C16,C17,C14,C02,,,,,,,,,,,,,
000102-00-0033,C13,C01,C02,C11,C15,,,,,,,,,,,,,
000102-00-0035,C02,C11,C01,,,,,,,,,,,,,,,
000102-00-0038,C15,C12,C18,,,,,,,,,,,,,,,
000102-00-0039,C15,,,,,,,,,,,,,,,,,
000102-00-0041,C09,C01,C02,C13,C17,C12,C15,,,,,,,,,,,
000102-00-0041,WI0,,,,,,,,,,,,,,,,,
000102-00-0042,C06,C15,C18,C10,C03,C02,C17,C16,C13,C11,C12,C07,C08,C09,C04,C05,C14,
000102-00-0043,C07,C08,C09,C10,C14,C16,C17,C18,WI0,,,,,,,,,
000102-00-0044,C13,C15,C04,C12,C01,C05,C11,C02,C03,C09,C10,C07,C08,C14,C06,C18,C17,C16
000102-00-0046,C01,C05,C11,C15,,,,,,,,,,,,,,
000102-00-0048,C15,C13,C17,C11,C10,C01,,,,,,,,,,,,
000102-00-0050,C01,C13,,,,,,,,,,,,,,,,
000102-00-0052,C05,C15,C10,C11,C01,C06,,,,,,,,,,,,
000102-00-0053,C13,C01,C02,,,,,,,,,,,,,,,
000102-00-0055,C15,C01,C05,,,,,,,,,,,,,,,
000102-00-0056,C16,C04,C01,C15,,,,,,,,,,,,,,
000102-00-0059,C15,,,,,,,,,,,,,,,,,
000102-00-0061,C15,C01,C03,C04,,,,,,,,,,,,,,
000102-00-0063,C15,,,,,,,,,,,,,,,,,
000102-00-0065,C15,,,,,,,,,,,,,,,,,
000102-00-0067,C15,C11,C01,C05,C02,C12,C13,C06,C14,C03,C04,,,,,,,
000102-00-0068,C15,,,,,,,,,,,,,,,,,
000102-00-0070,C15,C03,C05,C13,C11,,,,,,,,,,,,,
000102-00-0072,C16,C06,C14,C01,C11,,,,,,,,,,,,,
000102-00-0074,C11,C06,C15,C14,C12,C13,C03,C02,C04,C16,C07,C08,C09,C10,C05,C01,C18,C17
000102-00-0076,C15,C05,C11,C13,C01,C03,,,,,,,,,,,,
000102-00-0078,C15,C08,C04,,,,,,,,,,,,,,,
000102-00-0081,C05,C17,C12,C15,C03,C18,C09,,,,,,,,,,,
000102-00-0082,C05,C17,C15,C12,C18,,,,,,,,,,,,,
000102-00-0084,C15,,,,,,,,,,,,,,,,,
000102-00-0086,C03,C01,C09,C05,C11,C13,C02,C15,,,,,,,,,,
000102-00-0089,C15,C08,C13,,,,,,,,,,,,,,,
000102-00-0090,C15,C08,C01,,,,,,,,,,,,,,,
000102-00-0093,C15,C03,C14,C13,C12,C11,C07,C05,C06,C10,C09,C08,,,,,,
000102-00-0095,C15,C09,C05,C11,C17,C13,C02,C03,C04,,,,,,,,,
000102-00-0097,C15,C03,C05,C11,,,,,,,,,,,,,,
000102-00-0098,C15,,,,,,,,,,,,,,,,,
000102-00-0100,C13,C02,C01,C11,C04,C15,C03,C05,C17,C12,C14,C07,C18,C08,C10,C09,C16,C06
000102-00-0102,C04,C01,C16,C06,C07,C11,,,,,,,,,,,,
000102-00-0104,C06,C17,C12,,,,,,,,,,,,,,,
000102-00-0107,C15,,,,,,,,,,,,,,,,,
000102-00-0108,C15,C05,C11,C01,C17,C04,,,,,,,,,,,,
000102-00-0109,C15,C02,C13,C05,,,,,,,,,,,,,,
000102-00-0111,C01,C16,C03,,,,,,,,,,,,,,,
000102-00-0113,C15,C04,C05,C11,C01,C02,,,,,,,,,,,,
000102-00-0116,C12,C16,C17,C02,C01,C05,C04,,,,,,,,,,,
000102-00-0118,C15,,,,,,,,,,,,,,,,,
000102-00-0119,C17,C15,C05,,,,,,,,,,,,,,,
000102-00-0123,C15,C09,,,,,,,,,,,,,,,,
000102-00-0124,C09,C04,C01,C05,,,,,,,,,,,,,,
000102-00-0125,C05,C06,,,,,,,,,,,,,,,,
000102-00-0128,C15,C01,C02,C03,C09,C04,C05,C13,C12,C11,,,,,,,,
000102-00-0130,C15,C06,C13,C16,,,,,,,,,,,,,,
000102-00-0131,C15,C05,C13,C01,C02,,,,,,,,,,,,,
000102-00-0133,C15,C13,C12,C11,C01,C02,C03,C04,C05,C17,C10,C09,C08,C07,C06,C16,C18,C14
000102-00-0135,C10,C01,,,,,,,,,,,,,,,,
000102-00-0137,C01,C09,C12,C15,C13,C04,C10,C11,C07,,,,,,,,,
000102-00-0139,C04,C01,C11,C12,C05,C17,C15,C16,C18,C06,C07,C08,C09,C10,C14,,,
000102-00-0140,C15,C13,,,,,,,,,,,,,,,,
000102-00-0142,C02,C15,C11,C16,C05,C09,C01,C13,C12,C17,C14,C10,C03,C08,C07,C04,C06,C18
000102-00-0145,C02,C15,C01,C14,C05,C12,C11,C09,C13,C17,C07,C16,C03,C08,C04,C06,C10,C18
000102-00-0147,C13,C03,C01,C17,C16,C12,C04,C09,C11,,,,,,,,,
000102-00-0149,C09,C15,C04,C12,C13,C11,,,,,,,,,,,,
000102-00-0151,C11,,,,,,,,,,,,,,,,,
000102-00-0153,C16,C06,C01,C04,C15,,,,,,,,,,,,,
000102-00-0154,C16,C06,C01,C04,C15,,,,,,,,,,,,,
000102-00-0157,C15,C05,C11,,,,,,,,,,,,,,,
000102-00-0158,C01,C06,C02,,,,,,,,,,,,,,,
000102-00-0159,C15,,,,,,,,,,,,,,,,,
000102-00-0161,C17,C08,C15,C10,C11,C05,,,,,,,,,,,,
000102-00-0162,C15,C05,C13,,,,,,,,,,,,,,,
000102-00-0164,C05,C04,,,,,,,,,,,,,,,,
000102-00-0167,C04,C06,,,,,,,,,,,,,,,,
000102-00-0168,C04,C05,,,,,,,,,,,,,,,,
000102-00-0171,C05,C15,C03,C12,C11,,,,,,,,,,,,,
000102-00-0173,C15,,,,,,,,,,,,,,,,,
000102-00-0175,C01,C04,C15,,,,,,,,,,,,,,,
000102-00-0176,C01,,,,,,,,,,,,,,,,,
000102-00-0177,C15,C05,C01,C04,,,,,,,,,,,,,,
000102-00-0179,C15,C17,,,,,,,,,,,,,,,,
000102-00-0182,C16,C17,C18,C06,C07,C08,C09,C10,C14,,,,,,,,,
000102-00-0183,C01,C11,C15,C14,C16,C17,C18,C06,C07,,,,,,,,,
000102-00-0185,C17,C15,C12,C05,C01,C03,C06,C09,,,,,,,,,,
000102-00-0187,C09,C13,C02,C01,C03,C05,C11,C15,,,,,,,,,,
000102-00-0189,C15,C09,C03,C02,C01,C04,C05,C13,C11,,,,,,,,,
000102-00-0192,C04,C16,C06,C11,C01,,,,,,,,,,,,,
000102-00-0193,C05,,,,,,,,,,,,,,,,,
000102-00-0196,C15,C05,C13,C12,,,,,,,,,,,,,,
000102-00-0198,C15,C06,,,,,,,,,,,,,,,,
000102-00-0199,C15,C14,C09,C17,,,,,,,,,,,,,,
000102-00-0202,C15,C17,,,,,,,,,,,,,,,,
000102-00-0204,C15,C17,C14,C09,,,,,,,,,,,,,,
000102-00-0206,C15,C05,C17,C09,C13,C12,,,,,,,,,,,,
000102-00-0208,C15,C05,C17,C09,C11,,,,,,,,,,,,,
000102-00-0210,C15,,,,,,,,,,,,,,,,,
000102-00-0212,C15,C17,C09,C14,,,,,,,,,,,,,,
000102-00-0214,C15,C05,C13,C14,C12,C03,C02,C09,,,,,,,,,,
000102-00-0216,C15,C05,C11,,,,,,,,,,,,,,,
000102-00-0218,C06,,,,,,,,,,,,,,,,,
000102-00-0220,C15,,,,,,,,,,,,,,,,,
000102-00-0222,C15,C03,C05,,,,,,,,,,,,,,,
000102-00-0225,C12,C05,C01,C11,C15,C02,,,,,,,,,,,,
000102-00-0226,C01,C15,C05,,,,,,,,,,,,,,,
000102-00-0227,C15,C05,,,,,,,,,,,,,,,,
000102-00-0229,C15,C01,C04,C02,C11,C13,,,,,,,,,,,,
000102-00-0232,C15,,,,,,,,,,,,,,,,,
000102-00-0233,C05,C15,C17,C13,C06,C12,,,,,,,,,,,,
000102-00-0235,C15,C01,C05,C02,,,,,,,,,,,,,,
000102-00-0236,C01,C15,,,,,,,,,,,,,,,,
000102-00-0237,C15,C11,C03,,,,,,,,,,,,,,,
000102-00-0239,C15,C03,C02,,,,,,,,,,,,,,,
000102-00-0240,C04,C09,C01,C03,C02,C12,C16,,,,,,,,,,,
000102-00-0243,C15,C16,C14,,,,,,,,,,,,,,,
000102-00-0245,C15,C06,C11,,,,,,,,,,,,,,,
000102-00-0246,C15,C04,C01,,,,,,,,,,,,,,,
000102-00-0249,C15,C05,C06,,,,,,,,,,,,,,,
000102-00-0250,C15,C05,C06,C11,,,,,,,,,,,,,,
000102-00-0253,C15,C06,C05,,,,,,,,,,,,,,,
000102-00-0255,C15,C06,C17,,,,,,,,,,,,,,,
000102-00-0256,C15,C05,C02,C11,C12,C03,,,,,,,,,,,,
000102-00-0258,C15,C05,C03,C04,C11,C02,,,,,,,,,,,,
000102-00-0260,C15,C17,C05,,,,,,,,,,,,,,,
000102-00-0263,C15,C05,C03,,,,,,,,,,,,,,,
000102-00-0264,C05,C06,C15,C11,,,,,,,,,,,,,,
000102-00-0266,C15,C05,C11,C03,,,,,,,,,,,,,,
000102-00-0269,C15,C02,C05,C01,C13,C03,C11,C04,C14,,,,,,,,,
000102-00-0270,C15,C01,C05,,,,,,,,,,,,,,,
000102-00-0273,C15,C01,C05,,,,,,,,,,,,,,,
000102-00-0275,C15,C01,C05,,,,,,,,,,,,,,,
000102-00-0276,C15,C05,C01,,,,,,,,,,,,,,,
000102-00-0278,C04,C01,C12,C15,,,,,,,,,,,,,,
000102-00-0281,C15,,,,,,,,,,,,,,,,,
000102-00-0282,C15,C06,,,,,,,,,,,,,,,,
000102-00-0284,C15,C04,,,,,,,,,,,,,,,,
000102-00-0286,C06,C15,,,,,,,,,,,,,,,,
000102-00-0288,C15,C05,C06,,,,,,,,,,,,,,,
000102-00-0290,C04,C01,C05,C06,,,,,,,,,,,,,,
000102-00-0295,C15,C13,C11,C03,C02,C09,C01,C06,C05,C07,C12,C08,C04,C18,C17,C16,C10,C14
000102-00-0296,C15,C05,,,,,,,,,,,,,,,,
000102-00-0297,C15,C01,C05,,,,,,,,,,,,,,,
000102-00-0298,C15,,,,,,,,,,,,,,,,,
000102-00-0299,C15,,,,,,,,,,,,,,,,,
000102-00-0301,C15,,,,,,,,,,,,,,,,,
000102-00-0304,C15,,,,,,,,,,,,,,,,,
000102-00-0305,C15,C13,C16,C02,C01,C03,,,,,,,,,,,,
000102-00-0307,C16,C15,C01,C11,C13,C02,C03,C04,C05,C06,C07,C08,C18,C17,C14,C12,C10,C09
000102-00-0309,C16,C01,C13,,,,,,,,,,,,,,,
000102-00-0312,C15,C01,C05,C08,,,,,,,,,,,,,,
000102-00-0313,C16,C18,C01,C15,C13,,,,,,,,,,,,,
000102-00-0315,C15,C12,C04,C05,C01,,,,,,,,,,,,,
000102-00-0317,C15,C11,,,,,,,,,,,,,,,,
000102-00-0319,C15,C13,C01,C02,C12,C03,C05,C04,C11,C16,C17,C18,C06,C07,C10,C09,C08,
000102-00-0321,C01,C03,C16,,,,,,,,,,,,,,,
000102-00-0323,C15,C01,C06,C14,C05,,,,,,,,,,,,,
000102-00-0325,C15,C01,C06,C07,C09,,,,,,,,,,,,,
000102-00-0327,C15,C05,C01,C11,C13,C04,C16,C12,C14,C17,C18,C02,C03,C06,C07,C08,C09,
000102-00-0330,C15,,,,,,,,,,,,,,,,,
000102-00-0332,C01,C15,,,,,,,,,,,,,,,,
000102-00-0335,C01,C13,C06,C03,C15,C16,C07,,,,,,,,,,,
000102-00-0338,C15,,,,,,,,,,,,,,,,,
000102-00-0339,C15,,,,,,,,,,,,,,,,,
000102-00-0340,C03,C17,C16,C12,C01,C02,C04,C15,C05,,,,,,,,,
000102-00-0342,C01,C09,C17,C16,C06,C07,C08,C10,C02,C03,C04,C05,C11,C12,C13,C14,C15,
000102-00-0343,C18,C17,C14,C07,C09,C16,C06,C15,C12,C13,C02,C08,C05,C11,C01,,,
000102-00-0345,C15,C05,,,,,,,,,,,,,,,,
000102-00-0346,C15,C13,C01,C02,C03,,,,,,,,,,,,,
000102-00-0347,C08,,,,,,,,,,,,,,,,,
000102-00-0349,C15,C01,C07,C06,C03,,,,,,,,,,,,,
000102-00-0352,C15,,,,,,,,,,,,,,,,,
000102-00-0355,C15,C07,C05,,,,,,,,,,,,,,,
000102-00-0356,C12,C13,C02,C05,C09,C11,C17,C15,,,,,,,,,,
000102-00-0358,C02,C13,C12,C09,C05,C17,C15,C01,,,,,,,,,,
000102-00-0360,C15,C01,,,,,,,,,,,,,,,,
000102-00-0363,C15,C01,,,,,,,,,,,,,,,,
000102-00-0364,C15,C06,C13,C04,C05,,,,,,,,,,,,,
000102-00-0367,C15,C02,C05,C11,C12,C13,C17,C01,C03,,,,,,,,,
000102-00-0368,C01,C05,C17,C15,,,,,,,,,,,,,,
000102-00-0371,C15,C07,C05,C01,C12,C11,C02,C14,C13,,,,,,,,,
000102-00-0373,C15,C05,C01,C03,,,,,,,,,,,,,,
000102-00-0374,C15,C01,C05,C11,C02,C13,C12,,,,,,,,,,,
000102-00-0376,C15,C06,C17,,,,,,,,,,,,,,,
000102-00-0379,C15,C13,,,,,,,,,,,,,,,,
000102-00-0380,C15,C05,C11,C02,,,,,,,,,,,,,,
000102-00-0382,C01,C13,C15,C12,C11,C05,C03,C02,C04,,,,,,,,,
000102-00-0385,C09,C02,C13,C17,C04,C12,C01,,,,,,,,,,,
000102-00-0387,C09,C02,C17,C03,C15,C13,C01,C12,C05,,,,,,,,,
000102-00-0388,C15,,,,,,,,,,,,,,,,,
000102-00-0391,C11,C13,C15,C02,C01,C12,C09,,,,,,,,,,,
000102-00-0393,C15,,,,,,,,,,,,,,,,,
000102-00-0394,C15,,,,,,,,,,,,,,,,,
000102-00-0396,C06,C01,,,,,,,,,,,,,,,,
000102-00-0398,C15,C04,C05,C01,,,,,,,,,,,,,,
000102-00-0401,C15,C04,C02,,,,,,,,,,,,,,,
000102-00-0402,C15,C13,C11,C03,,,,,,,,,,,,,,
000102-00-0404,C15,C05,,,,,,,,,,,,,,,,
000102-00-0407,C09,C14,C07,C16,C08,C01,,,,,,,,,,,,
000102-00-0409,C06,C01,,,,,,,,,,,,,,,,
000102-00-0410,C15,C03,C10,,,,,,,,,,,,,,,
000102-00-0412,C02,C15,C01,,,,,,,,,,,,,,,
000102-00-0414,C06,C02,C16,C13,,,,,,,,,,,,,,
000102-00-0417,C15,,,,,,,,,,,,,,,,,
000102-00-0419,C15,C13,,,,,,,,,,,,,,,,
000102-00-0420,C15,C13,C02,C05,C01,C04,,,,,,,,,,,,
000102-00-0423,C15,C05,C03,,,,,,,,,,,,,,,
000102-00-0425,C12,C13,C15,C01,C02,C03,C04,C05,C11,,,,,,,,,
000102-00-0426,C07,C10,C14,C02,C12,C15,C06,C05,C13,C09,C18,C16,C17,C11,C08,C04,C01,C03
000102-00-0428,C07,C10,C14,C02,C12,C11,C06,C05,C13,C09,C18,C16,C17,C15,C08,C04,C03,C01
000102-00-0430,C03,C11,C13,C01,C09,C18,C12,C15,C17,C02,C16,,,,,,,
000102-00-0433,C01,,,,,,,,,,,,,,,,,
000102-00-0434,C09,C12,C15,C03,C02,C11,,,,,,,,,,,,
000102-00-0437,C15,,,,,,,,,,,,,,,,,
000102-00-0439,C02,C03,C08,C14,C18,C15,C06,C05,C12,,,,,,,,,
000102-00-0440,C04,C06,C10,C16,C18,,,,,,,,,,,,,
000102-00-0443,C15,C05,C03,C11,,,,,,,,,,,,,,
000102-00-0444,C15,,,,,,,,,,,,,,,,,
000102-00-0446,C15,C07,C10,C02,C03,C01,,,,,,,,,,,,
000102-00-0449,C15,C11,,,,,,,,,,,,,,,,
000102-00-0450,C12,C13,C04,,,,,,,,,,,,,,,
000102-00-0451,C15,,,,,,,,,,,,,,,,,
000102-00-0454,C13,C02,C11,,,,,,,,,,,,,,,
000102-00-0455,C15,C06,C17,C14,C04,C18,C10,C09,C07,C08,,,,,,,,
000102-00-0457,C15,C18,,,,,,,,,,,,,,,,
000102-00-0460,C15,C05,,,,,,,,,,,,,,,,
000102-00-0461,C15,C05,,,,,,,,,,,,,,,,
000102-00-0463,C15,C01,C13,,,,,,,,,,,,,,,
000102-00-0465,C01,,,,,,,,,,,,,,,,,
000102-00-0466,C06,C07,C08,C14,C01,C18,C10,C16,C09,,,,,,,,,
000102-00-0468,C15,C05,C04,,,,,,,,,,,,,,,
000102-00-0469,C15,,,,,,,,,,,,,,,,,
000102-00-0471,C04,C06,,,,,,,,,,,,,,,,
000102-00-0473,C15,C05,C17,,,,,,,,,,,,,,,
000102-00-0475,C15,C06,C05,,,,,,,,,,,,,,,
